Blog	four	looking	second	here	reported	k	music	until	example	want	feature	series	re	written	wasn	service	project	tech	saying	release	best	country	asked	much	life	things	had	possible	right	old	fox	continue	o	support	happy	offer	back	inside	time	leave	team	love	working	such	data	years	didn	internet	million	quite	open	city	future	san	turned	say	take	drive	ways	going	where	many	wants	photos	technology	being	around	world	power	industry	favorite	image	her	site	am	original	tv	th	large	small	past	hours	experience	social	via	company	science	states	its	always	found	really	major	number	guess	self	also	play	cover	set	see	movie	let	whole	community	recent	person	using	readers	couple	d	link	line	us	ago	land	age	came	having	results	young	send	try	video	great	makes	tools	next	process	high	doing	books	could	put	start	system	haven	face	fact	should	hope	means	stuff	email	ve	off	less	paul	web	five	become	does	problem	worth	told	work	interview	after	order	office	then	them	network	created	another	john	do	away	com	easy	voice	hand	photo	thanks	night	security	comments	marketing	post	months	way	true	reality	update	together	p	change	market	live	car	write	use	remember	still	non	january	space	shows	care	friend	than	online	america	only	between	article	comes	learning	language	these	media	thinking	real	read	early	business	lot	building	since	month	very	family	ask	help	soon	actually	event	american	pretty	during	x	close	won	probably	both	whatever	else	lives	look	while	smart	ready	used	game	computer	doesn	e	youtube	go	facebook	products	camera	started	meet	links	software	including	front	times	final	need	able	based	course	she	state	key	police	well	reasons	martin	page	twitter	home	monday	he	piece	star	amp	companies	across	even	ever	never	luther	call	tell	give	answer	president	before	personal	better	went	side	content	isn	user	features	matter	seen	don	m	stop	bad	said	against	appeared	three	website	make	left	human	yet	save	deal	popular	down	digital	weekend	daily	finally	me	did	run	making	may	man	maybe	talk	nbsp	group	interesting	living	thing	think	little	anyone	were	especially	shot	show	behind	get	morning	enough	reading	jr	according	mark	those	sound	different	pay	same	speech	money	images	users	videos	again	important	u	public	search	published	two	hour	share	needs	maps	coming	through	good	everyone	house	hard	idea	done	least	part	believe	b	built	build	most	please	mean	point	simple	create	meeting	understand	fun	itself	spent	spend	big	bit	google	often	forward	single	giving	others	private	something	ll	day	text	taking	almost	helped	center	thought	latest	add	happens	buy	brand	minutes	special	under	every	would	phone	must	keep	end	writing	each	got	free	wanted	days	already	top	too	took	talking	though	watch	amazon	despite	report	full	news	several	everything	donald	no	focus	cool	level	posts	says	goes	today	trump	information	happened	name	turn	place	white	any	ideas	sure	later	hear	review	come	case	myself	someone	events	week	without	blog	oh	racist	chinese	follow	program	woman	far	list	ten	design	version	rather	short	might	health	feel	story	store	king	kind	nothing	his	him	wrote	art	recently	attention	questions	customers	question	long	called	nice	once	find	apple	app	few	women	six	instead	light	looks	product	related	our	york	conversation	which	who	why	words	view	stories	job	last	gets	book	know	because	lead	getting	own	friends	apps	made	whether	other
WIL WHEATON dot NET	1	2	4	17	0	0	2	5	1	22	0	1	12	2	8	1	0	0	5	0	10	2	5	17	6	9	7	0	17	0	7	4	0	0	3	5	18	1	12	1	1	12	2	3	3	13	16	1	0	2	3	0	5	0	0	12	9	0	1	10	1	5	5	0	0	7	8	8	2	0	2	1	9	0	34	2	1	1	0	1	2	5	3	1	0	0	2	0	8	5	1	15	0	0	2	0	4	4	1	7	18	4	5	3	0	0	6	1	0	0	26	1	2	8	6	3	1	1	2	0	2	1	0	0	4	4	0	6	0	2	6	5	13	7	5	0	5	2	0	3	7	3	1	0	18	4	0	10	0	1	3	7	0	1	2	2	0	11	2	1	13	17	0	0	6	0	29	7	0	1	1	0	0	3	2	0	3	0	3	3	24	1	0	0	5	0	3	1	4	2	4	1	1	6	1	0	6	1	3	7	6	2	5	8	0	0	1	2	1	7	1	1	5	3	0	1	12	1	6	0	6	0	1	5	2	4	0	0	1	0	0	7	3	3	1	3	4	4	5	9	2	2	3	7	2	4	0	1	17	1	0	0	2	0	0	0	3	3	3	1	12	4	2	3	11	1	0	0	5	0	0	0	2	2	0	62	0	5	8	0	0	12	6	7	0	2	13	10	1	0	13	1	5	5	2	1	10	0	0	1	3	18	35	4	5	10	0	0	6	0	10	4	1	1	0	1	0	11	0	0	0	0	100	9	4	4	3	2	12	5	2	0	1	0	13	11	20	7	19	1	1	5	1	19	2	7	2	0	0	0	9	2	3	1	3	0	3	1	1	2	8	4	0	2	0	2	6	0	1	0	0	3	7	7	5	2	3	3	2	3	1	4	1	0	0	5	0	5	6	2	5	0	2	5	1	2	2	4	6	0	0	0	1	1	0	0	12	10	9	0	1	3	0	0	2	2	1	0	1	0	3	0	2	8	16	1	0	4	4	4	2	7	3	8	4	3	0	9	4	3	6	0	0	0	2	0	10	3	8	0	10	0	1	0	1	6	3	6	0	4	1	0	0	7	2	9	0	1	8	3	0	10	2	7	2	0	0	4	7	3	0	3	1	0	0	2	0	5	1	0	0	0	0	2	16	3	0	1	7	7	20	34	6	0	0	3	2	0	1	7	0	1	6	3	0	0	9	1	4	5	4	2	0	1	11	0	0	9	55	4	8	1	1	1	7	1	2	23	33	2	0	6	5	0	12	0	5
Latest from Crooks and Liars	1	0	0	1	3	1	1	1	0	1	0	0	2	0	0	0	0	0	2	2	0	2	2	2	0	2	1	0	2	0	2	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	2	0	1	1	3	0	1	0	0	5	3	1	1	3	0	1	0	0	0	3	1	3	0	0	0	0	5	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	3	0	4	0	0	0	2	1	0	2	1	0	0	0	0	0	0	2	3	0	0	0	0	2	1	1	0	1	0	0	1	0	2	3	1	1	0	0	0	4	0	0	0	0	1	1	1	0	0	0	0	1	0	0	4	1	2	5	0	2	1	7	0	0	0	0	4	1	0	0	0	0	0	0	4	2	2	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	0	2	2	1	0	0	3	0	1	0	0	3	0	0	0	0	0	1	2	1	0	0	0	2	0	0	1	1	0	0	0	2	0	2	0	0	0	1	0	0	3	2	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	3	0	1	0	5	1	0	0	1	0	1	0	0	0	0	13	0	0	0	0	0	0	3	2	1	1	0	1	0	9	2	0	1	1	2	0	1	0	0	0	0	8	2	0	0	14	0	0	0	1	1	0	0	0	0	2	0	2	0	1	0	0	5	3	0	0	1	1	1	0	0	0	0	0	1	3	3	1	4	0	0	2	1	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	0	0	0	2	1	2	2	8	1	2	1	1	0	1	0	0	0	2	1	1	1	0	0	3	0	0	0	0	0	1	1	1	0	1	0	0	0	0	2	1	3	0	1	0	0	0	1	0	0	0	1	0	0	0	0	3	3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	4	0	0	7	2	0	0	1	0	2	0	1	27	0	0	2	2	1	4	0	0	1	2	0	0	0	1	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	5	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	0	0	0	0	2	0	0	4	2	0	1	0	1	0	1	1	3
Creating Passionate Users	0	0	0	1	0	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	4	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0	4	0	1	0	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1
Kotaku	0	1	0	2	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	2	5	5	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	4	1	0	1	0	1	0	0	2	1	0	2	0	0	1	0	0	0	1	1	0	0	3	2	0	0	0	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	6	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	2	1	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	2	3	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0
The Write News	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	0	0	0	0	1	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Latest Items from TreeHugger	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	1	0	1	2	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Quick Online Tips	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	10	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	5	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	7	3	0	0	0	0	0	3	0	0	11	0	5	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	10	0	0	0	0	1	0	0	13	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	10	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	1	0	20	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	2	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	6	0	0	0	1	0	9	0	0	10	0	0	0	0	0	0	0	1	10	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	1	0	0	1	0	0	0	0	0	0	10	1	0	0	5	0	2	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Derek Powazek	0	1	0	6	0	0	0	0	0	1	0	0	7	0	1	0	0	1	0	0	1	0	0	1	5	1	3	1	4	2	0	4	0	0	4	0	2	0	4	0	0	1	0	0	0	5	1	1	0	0	1	0	0	2	2	3	1	0	1	4	0	1	0	2	0	0	1	3	0	0	0	0	9	2	3	0	0	0	0	2	0	0	0	0	0	1	0	0	1	4	1	2	0	1	0	1	2	0	0	0	3	0	1	0	3	0	0	1	2	4	2	2	0	4	2	0	0	1	0	0	0	0	1	0	5	0	0	1	1	1	1	0	1	1	0	0	0	1	0	1	2	0	1	0	11	1	1	0	1	0	0	0	0	0	0	3	0	4	0	0	7	2	1	0	3	0	7	1	1	2	0	1	0	0	2	0	0	1	3	2	0	1	0	1	1	1	1	0	2	1	3	0	0	4	0	0	0	0	0	1	2	2	0	1	4	0	1	0	0	2	2	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	2	0	1	1	0	1	0	0	1	0	0	0	0	1	4	0	0	1	2	0	0	0	0	0	1	0	1	1	0	1	7	0	1	0	2	0	0	1	1	0	0	5	0	0	0	0	0	1	1	3	0	1	0	0	1	0	1	0	0	3	0	1	0	0	1	0	1	4	12	0	3	3	1	0	4	0	1	1	0	1	0	1	0	2	1	0	0	0	15	4	0	0	0	1	1	3	0	0	0	0	4	4	7	0	2	2	1	3	0	6	2	5	4	0	0	0	1	0	0	0	3	0	3	0	0	0	2	0	0	0	0	3	9	0	1	0	0	1	1	1	1	0	3	0	1	0	2	0	0	0	0	2	0	0	0	1	2	0	0	0	2	3	0	1	0	0	2	1	1	0	0	0	8	4	2	0	1	1	0	0	1	0	0	1	1	0	1	2	1	3	0	0	1	0	0	2	1	1	0	0	4	1	2	2	3	1	0	1	0	0	0	1	1	0	2	0	2	0	2	0	0	0	2	2	0	0	0	0	0	0	1	0	0	1	1	0	0	3	0	0	0	0	3	0	1	1	0	0	1	0	2	0	0	0	1	0	0	1	1	0	5	3	0	0	1	0	3	2	1	0	0	0	1	0	0	1	0	2	2	1	0	0	5	0	2	0	0	0	1	0	3	0	0	2	1	1	0	0	1	1	7	2	6	6	3	0	2	2	2	0	2	0	3
Jeremy Zawodny's blog	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	10	0	0	0	0	2	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	1	4	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	1	0	0
Captain's Quarters	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	2	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	2	0	2	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	4	0	0	0	1	6	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
The Superficial - Because You're Ugly	0	1	1	2	0	1	0	0	0	5	0	2	5	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	1	0	0	0	0	1	0	0	0	0	2	2	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	1	0	2	1	0	0	0	1	3	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	3	1	2	0	0	0	1	2	0	5	1	0	0	0	2	0	1	0	0	3	2	2	2	0	0	0	0	0	0	0	0	2	2	0	3	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	1	1	1	2	0	0	0	1	0	1	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	4	0	0	0	1	0	0	4	1	1	0	0	0	1	0	0	0	1	2	0	0	0	2	0	2	0	0	0	2	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	2	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	4	0	0	0	0	0	3	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	5	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	3	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	3	2	0	1	0	0	0	3	0	2
